source_id,verdict,publisher_total,our_rows,evidence_url,note
fed_hrsa_uds_service_delivery_sites,COMPLETE,19045,19038,https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv,Live CSV has 19045 data rows vs our 19038 (0.04% on a refreshed file).
fed_cms_nursing_home_penalties,UNKNOWN,,16180,https://data.cms.gov/provider-data/,Could not identify the exact provider-data dataset id cheaply to pull its datastore count.
intl_healthcanada_dpd_drug,COMPLETE,13384,13383,https://www.canada.ca/content/dam/hc-sc/documents/services/drug-product-database/drug.zip,Downloaded drug.txt has 13384 lines vs our 13383 - match within one row on a refreshed extract.
xc_wapo_fatal_force,COMPLETE,10430,10430,https://raw.githubusercontent.com/washingtonpost/data-police-shootings/master/v2/fatal-police-shootings-data.csv,Live CSV has 10430 data rows - exact match.
FED_FEC_LEADERSHIP_PAC,COMPLETE,8619,8619,https://www.fec.gov/files/bulk-downloads/2024/ccl24.zip,Downloaded ccl.txt has 8619 rows - exact match; mart is exactly 2x landing - likely mart double-count.
fed_eia860_3_3_solar,UNKNOWN,,7154,https://www.eia.gov/electricity/data/eia860/,EIA-860 schedule 3.3 solar tab has no advertised row count without opening the workbook.
fed_sec_dera_sub_2024q4,UNKNOWN,,6491,https://www.sec.gov/data-research/sec-markets-data/financial-statement-data-sets,DERA quarterly zip does not advertise sub.txt row counts; download-and-count exceeded the time box.
fed_cms_hospice_enrollments,UNKNOWN,,6066,https://data.cms.gov/,Could not identify the exact CMS dataset endpoint cheaply for a datastore count.
intl_de_govdata,SAMPLE_DECLARED,155500,5000,https://www.govdata.de/ckan/api/3/action/package_search?rows=0,Declared sample; CKAN reports 155500 datasets on the portal.
fed_fdic_failed_banks,COMPLETE,4115,4115,https://api.fdic.gov/banks/failures?limit=1,API meta.total is 4115 - exact match to landing; note mart holds only 3584 (mart short of landing).
fed_voteview_rollcall_meta,SHORT,113512,3364,https://voteview.com/static/data/out/rollcalls/HSall_rollcalls.csv,Publisher file has 113512 data rows (all rollcalls 1789-present); we hold only 3364.
fed_va_allcause_mortality,UNKNOWN,,2808,https://www.mentalhealth.va.gov/MENTALHEALTH/docs/data-sheets/2025/All-Cause_Mortality_Data_Appendix_2018-2023_508.xlsx,Multi-sheet XLSX appendix with no advertised record count; counting cheaply was not possible in the time box.
fed_ed_nces_cip_codes,COMPLETE,2318,2318,https://nces.ed.gov/ipeds/cipcode/Files/CIPCode2010.csv,Live CSV has 2318 data rows - exact match.
fed_eia861_utility_data,UNKNOWN,,1701,https://www.eia.gov/electricity/data/eia861/,EIA-861 workbooks carry no advertised record count.
fed_hrsa_uds_health_center_info,UNKNOWN,,1356,https://data.hrsa.gov/tools/data-reporting/program-data,HRSA reports ~1400 funded health centers but no exact advertised table count; 1356 is plausible.
st_oehha_proposition_65_list,UNKNOWN,,1021,https://oehha.ca.gov/proposition-65/proposition-65-list,OEHHA list page (~1000+ chemicals) has no machine-readable advertised count; landing 1021 plausible; mart 952 is below landing.
fed_msrb_registrants,COMPLETE,924,925,https://www.msrb.org/exportregistrant?page&_format=csv,Live export has 924 data rows vs our 925 - within one row on a live registry.
xc_jcs_coa,UNKNOWN,,705,https://epstein.wustl.edu/judicial-common-space,Academic zip of Stata files; no advertised record count on the landing page.
fed_fec_api,SAMPLE_DECLARED,,500,https://api.open.fec.gov/developers/,Declared sample; OpenFEC holds millions of filings/records - no single advertised total.
xc_nagix_dprk_missile_tests,COMPLETE,342,340,https://raw.githubusercontent.com/nagix/nk-missile-tests/master/data/test.en.json,Live JSON contains 342 test records vs our 340 (within 1% on an updated file).
fed_treasury_debt_outstanding,COMPLETE,237,237,https://api.fiscaldata.treasury.gov/services/api/fiscal_service/v2/accounting/od/debt_outstanding?page[size]=1,FiscalData API total-count is 237 - exact match.
fed_itis_taxon_unit_types,UNKNOWN,,182,https://www.itis.gov/,Small ITIS lookup table with no advertised count.
fed_nsf_awards,SHORT,,125,https://www.nsf.gov/awardsearch/,NSF Award Search covers roughly 500k awards; our 125 rows is a tiny slice of the corpus.
intl_fao_faostat,COMPLETE,69,69,https://bulks-faostat.fao.org/production/datasets_E.json,Publisher dataset-catalog JSON lists 69 datasets - exact match.
FED_FDA_DEVICE_PMA,SHORT,56911,29,https://api.fda.gov/device/pma.json?limit=1,openFDA meta total is 56911 vs landing 29; oddly the mart holds 56853 (near-complete) so the landing table looks broken not the ingest.
fed_doj_fca_settlements,UNKNOWN,,19,https://www.justice.gov/civil/false-claims-act,DOJ page is press releases with no advertised settlement record count.
fed_itis_kingdoms,COMPLETE,7,7,https://www.itis.gov/kingdoms.html,ITIS taxonomy has exactly 7 kingdoms - matches.
fed_sec_13f_holdings,UNKNOWN,,101261252,,SEC 13F structured data sets publish no advertised total row count.
fed_fema_ia_housing_registrations,SHORT,25886797,19600000,https://www.fema.gov/api/open/v1/DataSets,Best-match OpenFEMA dataset IndividualsAndHouseholdsProgramValidRegistrations reports 25886797 records; we hold ~76% (load may be in progress).
fed_cms_medicare_dialysis_facilities,UNKNOWN,,12456456,,No cheap authoritative total; 12.4M rows far exceeds ~7k dialysis facilities so dataset identity unclear.
fed_fjc_idb_bankruptcy,UNKNOWN,,6965441,,FJC IDB snapshot files do not advertise record counts.
fed_fda_faers_outc,UNKNOWN,,5147466,,FAERS quarterly OUTC files publish no cumulative total.
fed_epa_echo,OVER,1500000,3157891,https://echo.epa.gov/tools/data-downloads,EPA advertises ECHO Exporter as 'more than 1.5 million regulated facilities'; we hold ~2x that - possible double-load.
FED_NHTSA_COMPLAINTS,UNKNOWN,,2227941,https://static.nhtsa.gov/odi/ffdd/cmpl/,No cheap publisher row count for FLAT_CMPL; note mart (4455882) is exactly 2x landing - likely mart double-count.
fed_cdc_nndss_weekly_2024,UNKNOWN,,1932840,,CDC NNDSS weekly tables publish no advertised total row count.
fed_epa_rcra_facilities,UNKNOWN,,1613224,,RCRAInfo flat files publish no advertised record count.
fed_usgs_gnis_all_names,UNKNOWN,,1249630,https://prd-tnm.s3.amazonaws.com/StagedProducts/GeographicNames/,GNIS AllNames file count not advertised; verifying requires full ~100MB download.
fed_itis_taxonomic_units,UNKNOWN,,993346,,ITIS does not advertise an exact taxonomic_units row count on its site.
fed_icij_offshoreleaks_entities,COMPLETE,810000,814344,https://offshoreleaks.icij.org/,ICIJ advertises 'more than 810000 offshore companies foundations and trusts'; ours matches.
fed_ice_detainers,UNKNOWN,,609769,,FOIA-released person-level detainer data has no publisher-advertised total.
st_nyc_cfb_campaign_2021_contributions,UNKNOWN,,457521,,NYC CFB contribution export has no advertised record count.
fed_epa_npdes_npdes_ps_violations,UNKNOWN,,397615,,EPA ICIS-NPDES download files publish no advertised counts.
fed_epa_ghgrp_emission,UNKNOWN,,346683,,GHGRP Envirofacts tables publish no advertised row totals.
fed_usgs_minerals,UNKNOWN,,304632,https://www.usgs.gov/centers/national-minerals-information-center,USGS landing page does not state an exact MRDS record count.
fed_fracfocus_disclosure_list,UNKNOWN,,248835,https://fracfocus.org/,FracFocus homepage no longer shows a numeric disclosure count.
ca_lobby_cover2,UNKNOWN,,206493,,CAL-ACCESS raw table exports have no advertised row counts.
fed_ntsb_aviation_injury,UNKNOWN,,179179,,NTSB avall database injury table count not advertised.
fed_pbgc_data,UNKNOWN,,149771,https://www.pbgc.gov/about/reports/pension-insurance-data,PBGC data tables page advertises no record counts.
fed_uscg_nrc_incident_reports,UNKNOWN,,116662,https://nrc.uscg.mil/,NRC FOIA decade zip has no advertised record count.
xc_retraction_watch_database,COMPLETE,71686,71608,https://gitlab.com/crossref/retraction-watch-data/-/raw/main/retraction_watch.csv,Live CSV has 71687 lines (~71686 records); ours within 0.2% of a daily-growing file.
fed_cms_opt_out_affidavits,UNKNOWN,,57209,,Did not locate a cheap count endpoint for the CMS opt-out affidavits dataset in the time box.
xc_crossref_funder_registry,COMPLETE,45662,45661,https://doi.crossref.org/funderNames?mode=list,Live funder list returns 45662 names; ours within 1 record.
FED_FEC_CANDIDATES,UNKNOWN,,33506,https://www.fec.gov/data/browse-data/?tab=bulk-data,Multi-cycle master has no single advertised total (2024 cycle alone is 9798); cannot verify cheaply.
state_mo_sex_offender_registry,UNKNOWN,,28185,,Missouri State Highway Patrol does not advertise a registry record count.
fed_epa_icis_fec_epa_informal_enforcement_actions,UNKNOWN,,21930,,EPA ICIS-FE&C download files publish no advertised counts.
fed_fec_bulk_candidates,OVER,9798,17900,https://www.fec.gov/files/bulk-downloads/2024/cn24.zip,cn24.zip contains 9798 records; we hold ~1.8x - likely multiple cycles loaded under a single-cycle source id.
fed_eia860_2_plant,UNKNOWN,,16132,,EIA-860 plant sheet counts not advertised; multi-year total unclear.
fed_congress_legislators,COMPLETE,12768,12847,https://unitedstates.github.io/congress-legislators/,Current+historical YAML contain ~12768 legislators; within 0.7% (count-method margin).
fed_sec_edgar_company_tickers,COMPLETE,10387,10414,https://www.sec.gov/files/company_tickers.json,Live JSON has 10387 entries; ours within 0.3% of a fluctuating file.
fed_senate_stock_watcher,UNKNOWN,,8350,,Community S3 aggregate file not reachable in time box; no advertised total.
fed_eia860_6_1_enviroassoc,UNKNOWN,,7021,,EIA-860 enviro-assoc sheet count not advertised.
fed_eac_eavs,COMPLETE,6460,6460,https://www.eac.gov/sites/default/files/2023-06/2022_EAVS_Report_508c.pdf,2022 EAVS covers 6460 jurisdictions (one row each); exact match.
fed_sec_dera_sub_2024q1,UNKNOWN,,6028,,Verifying sub.txt row count requires downloading the full DERA 2024q1 zip; no advertised count.
fed_usaspending_subawards,SAMPLE_DECLARED,,5000,,Declared sample; full FSRS/FFATA subaward universe is millions of records with no single advertised total.
tx_lobby_gifts,UNKNOWN,,4084,,Texas Ethics Commission exports publish no advertised row counts.
fed_uscis_data,UNKNOWN,,3204,https://www.uscis.gov/tools/reports-and-studies/immigration-and-citizenship-data,USCIS page is a report catalog with no record count.
intl_fr_data_gouv,SHORT,73883,2765,https://www.data.gouv.fr/api/1/datasets/?page_size=1,API reports 73883 datasets in the catalog; we hold ~4% (if source is the dataset catalog).
xc_owid_cpi,COMPLETE,2312,2312,https://ourworldindata.org/grapher/ti-corruption-perception-index.csv?csvType=full,Live CSV has 2312 data rows; exact match.
fed_cisa_kev,COMPLETE,1662,1631,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,Live KEV feed count field = 1662; ours within 1.9% of a daily-growing catalog.
fed_eia861_distribution_systems,UNKNOWN,,1353,,EIA-861 file counts not advertised.
intl_gdelt,SHORT,,1015,http://data.gdeltproject.org/gdeltv2/masterfilelist.txt,GDELT advertises hundreds of millions of events (masterfile lists millions of files); 1015 rows is a sliver but is_sample not set.
xc_owid_nuclear_warheads,COMPLETE,902,902,https://ourworldindata.org/grapher/nuclear-warhead-stockpiles-lines.csv?v=1&csvType=full,Live CSV has 902 data rows; exact match.
fed_va_suicide_national,UNKNOWN,,690,,VA suicide data appendix spreadsheets have no advertised row count.
fed_clinicaltrials,SAMPLE_DECLARED,598101,500,https://clinicaltrials.gov/api/v2/studies?pageSize=1&countTotal=true,Declared sample; API reports 598101 total studies.
fed_cms_ltch,COMPLETE,311,311,https://data.cms.gov/provider-data/api/1/datastore/query/azum-44iv/0?limit=1&count=true,CMS datastore API reports count=311; exact match.
intl_global_witness_defenders,UNKNOWN,,232,https://globalwitness.org/en/campaigns/land-and-environmental-defenders/,Site blocks automated fetch (403); Global Witness reports 2000+ killings since 2012 so 232 may be one year but unverified this session.
ca_lobby_firm_employer,UNKNOWN,,170,,CAL-ACCESS raw table exports have no advertised row counts.
fed_usaspending_toptier_agencies,COMPLETE,111,111,https://api.usaspending.gov/api/v2/references/toptier_agencies/,API returns 111 agencies; exact match.
fed_nasa_open_data,UNKNOWN,,54,https://api.nasa.gov/,54 rows likely an API/dataset catalog; NASA advertises no such count.
fed_dhs_yearbook,UNKNOWN,,27,https://ohss.dhs.gov/topics/immigration/yearbook,Yearbook is a set of tables/years with no advertised record count.
fed_fdic_enforcement,UNKNOWN,,14,https://orders.fdic.gov/s/searchform,No cheap total from the Salesforce search UI; note FDIC has issued orders for decades so 14 rows looks like a stub - worth manual check.
fed_faa_data_portal,UNKNOWN,,4,https://www.faa.gov/data,Portal metadata rows; no advertised count.
fed_fec_indiv_contributions,UNKNOWN,,84172112,https://www.fec.gov/files/bulk-downloads/2024/indiv24.zip,FEC does not advertise row counts for bulk files; counting requires downloading the multi-GB zip.
fed_cfpb_hmda_historic,UNKNOWN,,19136434,https://files.consumerfinance.gov/hmda-historic-loan-data/,CFPB historic HMDA page does not publish record counts for the 2007 file.
fed_fjc_idb_civil,UNKNOWN,,10857396,https://www.fjc.gov/research/idb,FJC IDB does not advertise total record counts without downloading the large files.
fed_usgs_water,UNKNOWN,,6694816,https://www.usgs.gov/tools/usgs-water-data-apis,Query-based API with no single advertised total record count.
fed_google_polads_creative_id_mapping,UNKNOWN,,4773180,https://transparencyreport.google.com/political-ads/,Google political-ads data lives in BigQuery; no advertised row count without running a query. Mart (500000) looks capped vs landing 4.77M.
FED_MSHA_VIOLATIONS,UNKNOWN,,3087266,https://arlweb.msha.gov/opengovernmentdata/OGIMSHA.asp,MSHA does not advertise the violations file row count; note mart_rows is exactly 2x landing_rows (possible double-count in mart).
fed_epa_frs_frs_naics_codes,UNKNOWN,,2179702,https://echo.epa.gov/tools/data-downloads,EPA FRS download page does not advertise per-file row counts.
fed_hrsa_npdb,UNKNOWN,,1911185,https://www.npdb.hrsa.gov/resources/publicData.jsp,NPDB public use file page does not advertise a record count without downloading the zip.
fed_google_polads_creative_stats,UNKNOWN,,1562870,https://transparencyreport.google.com/political-ads/,BigQuery-hosted; no advertised row count. Mart (500000) looks capped vs landing 1.56M.
fed_epa_npdes_icis_facilities,UNKNOWN,,1213737,https://echo.epa.gov/tools/data-downloads,EPA ECHO/ICIS downloads do not advertise per-table row counts.
fed_fjc_idb_appellate,UNKNOWN,,988183,https://www.fjc.gov/research/idb,FJC IDB does not advertise total record counts.
fed_epa_npdes_npdes_sics,UNKNOWN,,792807,https://echo.epa.gov/tools/data-downloads,EPA ECHO/ICIS downloads do not advertise per-table row counts.
fed_epa_sdwa_sdwa_geographic_areas,UNKNOWN,,578198,https://echo.epa.gov/tools/data-downloads,EPA SDWA download files carry no advertised row counts.
fed_usgs_earthquakes,UNKNOWN,,443274,https://earthquake.usgs.gov/fdsnws/event/1/count,USGS count endpoint returned 503 repeatedly for the full-history M2.5+ query; no count obtained.
fed_osha_ita_300a_summary_2023,UNKNOWN,,394234,https://www.osha.gov/Establishment-Specific-Injury-and-Illness-Data,OSHA ITA page does not advertise per-year record counts.
fed_sec_13f_filers,UNKNOWN,,344109,https://www.sec.gov/data-research/sec-markets-data/form-13f-data-sets,SEC 13F data sets page does not advertise filer row counts.
fed_google_polads_advertiser_weekly_spend,UNKNOWN,,298884,https://transparencyreport.google.com/political-ads/,BigQuery-hosted; no advertised row count.
FED_NHTSA_RECALLS,UNKNOWN,,242993,https://static.nhtsa.gov/odi/ffdd/rcl/,NHTSA does not advertise flat-file row counts; note mart_rows is exactly 2x landing_rows (possible double-count in mart).
fed_epa_icis_fec_case_facilities,UNKNOWN,,204019,https://echo.epa.gov/tools/data-downloads,EPA ICIS FE&C downloads do not advertise per-table row counts.
fed_senate_lda_filings,SHORT,1975825,174871,https://lda.senate.gov/api/v1/filings/?page_size=1,Senate LDA API reports count=1975825 total filings; we hold ~9% of that (may be an intentional year subset but is materially less than publisher total).
st_nyc_cfb_campaign_2009_contribution,UNKNOWN,,146112,https://www.nyccfb.info/follow-the-money/data-library/,NYC CFB data library does not advertise per-cycle contribution row counts.
fed_cms_medicare_outpatient_hospitals_by_provider_and_service,COMPLETE,116182,116182,https://data.cms.gov/data-api/v1/dataset/ccbc9a44-40d4-46b4-a709-5caa59212e50/data-viewer/stats,CMS data API stats reports total_rows=116182; exact match.
fed_cdc_overdose,COMPLETE,85626,83790,https://data.cdc.gov/resource/xkb8-kh2a.json?$select=count(*),Live Socrata count is 85626; ours is 2.1% behind a weekly-updated provisional dataset - effectively complete as of load date.
fed_retraction_watch,UNKNOWN,,71591,https://retractionwatch.com/retraction-watch-database-user-guide/,"Retraction Watch publishes no exact live count (""over 60000"" claims only); no cheap authoritative number."
fed_sec_edgar_financials,UNKNOWN,,55635,https://www.sec.gov/data-research/sec-markets-data/financial-statement-data-sets,SEC does not advertise submission counts per quarterly data set.
fed_cms_pos_other,COMPLETE,44707,44429,https://data.cms.gov/data-api/v1/dataset/8ba0f9b4-9493-4aa0-9f82-44ea9468d1b5/data-viewer/stats,CMS POS QIES stats reports total_rows=44707; ours within 0.6% (quarterly refresh drift).
fed_dol_form5500,UNKNOWN,,33484,https://www.dol.gov/agencies/ebsa/about-ebsa/our-activities/public-disclosure/foia/form-5500-datasets,DOL does not advertise record counts per Form 5500 dataset file.
fed_eia860_3_1_generator,UNKNOWN,,26856,https://www.eia.gov/electricity/data/eia860/,EIA-860 Excel workbooks carry no advertised row counts.
xc_owid_life_expectancy,COMPLETE,21565,21565,https://ourworldindata.org/grapher/life-expectancy.csv?csvType=full,Fetched the OWID CSV: 21565 data rows; exact match.
irs527_eain,UNKNOWN,,17853,https://forms.irs.gov/app/pod/dataDownload/dataDownload,IRS 527 bulk download does not advertise record counts per record type.
fed_cdc_health_insurance,COMPLETE,16056,16056,https://data.cdc.gov/resource/jb9g-gnvr.json?$select=count(*),Live Socrata count is 16056; exact match.
fed_cms_home_health,COMPLETE,12460,12392,https://data.cms.gov/provider-data/api/1/datastore/query/6jpm-sxkc/0?limit=1&count=true,CMS Provider Data datastore count is 12460; ours within 0.5% (monthly refresh drift).
fed_sec_edgar_company_tickers_exchange,COMPLETE,10398,10398,https://www.sec.gov/files/company_tickers_exchange.json,Fetched the live JSON: 10398 entries; exact match.
fed_treasury_debt_to_penny,COMPLETE,8367,8329,https://api.fiscaldata.treasury.gov/services/api/fiscal_service/v2/accounting/od/debt_to_penny?page[size]=1,API meta total-count=8367; ours 0.45% behind a daily-growing series - complete.
fed_sec_dera_sub_2025q2,UNKNOWN,,7009,https://www.sec.gov/data-research/sec-markets-data/financial-statement-data-sets,SEC does not advertise the sub.txt row count for a quarter without downloading the zip.
fed_cdc_suicide_rates,COMPLETE,6390,6390,https://data.cdc.gov/resource/9j2v-jamp.json?$select=count(*),Live Socrata count is 6390; exact match.
fed_wqp_monitoring_stations,COMPLETE,5818,5818,https://www.waterqualitydata.us/data/Station/search?mimeType=csv&statecode=US%3A44,Re-ran the same WQP station query (RI): Total-Site-Count 5818; exact match.
intl_ch_opendataswiss,SAMPLE_DECLARED,16172,5000,https://opendata.swiss/api/3/action/package_search?rows=0,Declared sample; CKAN API reports 16172 datasets on the portal.
fed_fjc_judges,COMPLETE,4074,4067,https://www.fjc.gov/sites/default/files/history/judges.csv,Fetched FJC judges.csv: ~4074 rows; ours within 0.2% (new appointments since load).
fed_cftc_cot_financial,UNKNOWN,,3163,https://www.cftc.gov/MarketReports/CommitmentsofTraders/index.htm,CFTC COT reports carry no advertised total record count.
fed_eia861_advanced_meters,UNKNOWN,,2725,https://www.eia.gov/electricity/data/eia861/,EIA-861 Excel workbooks carry no advertised row counts.
fed_fda_purple_book,COMPLETE,2233,2233,https://www.accessdata.fda.gov/drugsatfda_docs/PurpleBook/2026/purplebook-search-June-data-download.csv,Fetched the CSV: 2234 lines incl header = 2233 records; exact match to landing.
tx_lobby_awards,UNKNOWN,,1589,https://www.ethics.state.tx.us/data/search/lobby/,Texas Ethics Commission does not advertise per-schedule row counts.
fed_google_polads_geo_spend,UNKNOWN,,1289,https://transparencyreport.google.com/political-ads/,BigQuery-hosted; no advertised row count.
xc_un_consolidated_sanctions_list,COMPLETE,1011,1011,https://scsanctions.un.org/resources/xml/en/consolidated.xml,Fetched the UN XML: 736 individuals + 275 entities = 1011; exact match.
fed_naag_multistate_settlements,UNKNOWN,,882,https://attorneysgeneral.org/settlements-and-enforcement-actions/searchable-list-of-settlements-1980-present/,NAAG searchable list does not display an advertised total; scraping the JS app was not cheap within timebox.
fed_eia861_sales_ult_cust_cs,UNKNOWN,,676,https://www.eia.gov/electricity/data/eia861/,EIA-861 Excel workbooks carry no advertised row counts.
intl_ca_open_canada,SAMPLE_DECLARED,47725,500,https://open.canada.ca/data/api/3/action/package_search?rows=0,Declared sample; CKAN API reports 47725 datasets on the portal.
fed_frb_z1_csv,UNKNOWN,,304,https://www.federalreserve.gov/releases/z1/,Fed Z.1 release carries no advertised series/record count matching our extract shape.
fed_ice_statistics,UNKNOWN,,221,https://www.ice.gov/statistics,ICE statistics page publishes spreadsheets with no advertised total record count.
FED_FDA_ESTABLISHMENT_REG,SHORT,333181,166,https://api.fda.gov/device/registrationlisting.json?limit=1,openFDA meta.results.total=333181; landing holds 166 rows (mart 263374 also short) - materially incomplete.
xc_jcs_medians,UNKNOWN,,102,https://epstein.wustl.edu/s/JCS2024.zip,Academic zip download; no advertised record count without downloading and parsing.
intl_eurlex_cellar,UNKNOWN,,53,https://eur-lex.europa.eu/content/help/data-reuse/reuse-contents-eurlex-details.html,CELLAR is a query API; no advertised total matching a 53-row extract.
fed_ncua_charter_merger_events,UNKNOWN,,27,https://ncua.gov/analysis/credit-union-corporate-call-report-data,NCUA insurance activity report zip carries no advertised event count.
xc_owid_ai_incidents_annual,UNKNOWN,,14,https://ourworldindata.org/grapher/annual-reported-ai-incidents-controversies,OWID grapher CSV endpoint returned 404 (chart likely renamed); no cheap count obtained.
fed_eia861_mergers,UNKNOWN,,4,https://www.eia.gov/electricity/data/eia861/,EIA-861 Excel workbooks carry no advertised row counts.
fed_courtlistener_dockets,UNKNOWN,,71677647,https://www.courtlistener.com/api/rest/v4/dockets/,CourtListener count API requires auth token; no free advertised docket total found in time box.
fed_fhfa_nmdb,UNKNOWN,,19054246,https://www.fhfa.gov/data/nmdb,FHFA NMDB page advertises no record count for the public use file.
fed_epa_air_emissions_poll_rpt_combined_emissions,UNKNOWN,,10411826,,No URL given; EPA pollutant-report combined-emissions extract has no advertised row count.
fed_usaspending_contracts,UNKNOWN,,6325622,https://www.usaspending.gov/download_center/award_data_archive,Award archive is per-FY zip files with no advertised total prime-contract row count.
fed_epa_frs_frs_program_links,UNKNOWN,,4406498,,No URL given; FRS bulk download docs do not advertise a program-links row count.
fed_cms_medicare_fee_for_service_public_provider_enrollment,UNKNOWN,,2978925,,No URL given; CMS dataset API needs dataset UUID not in input; skipped in time box.
fed_sba_loans,UNKNOWN,,2174502,https://data.sba.gov/en/dataset/7-a-504-foia,SBA CKAN API returned non-JSON and page is JS-rendered; no advertised total found.
fed_courtlistener_investments,UNKNOWN,,1901599,,No URL; CourtListener financial-disclosure investments has no advertised total (mart holds only 500000 of our 1901599 landing rows - internal gap worth flagging).
fed_epa_sdwa_sdwa_facilities,UNKNOWN,,1554832,,No URL; ECHO SDWA download files carry no advertised row count.
fed_irs_auto_revocations,UNKNOWN,,1207295,,No URL; IRS auto-revocation list has no advertised record count.
